Team1Ban1,Team2Ban1,Team1Ban2,Team2Ban2,Team1Ban3,Team2Ban3,Team1Pick1,Team2Pick1,Team2Pick2,Team1Pick2,Team1Pick3,Team2Pick3,Team2Ban4,Team1Ban4,Team2Ban5,Team1Ban5,Team2Pick4,Team1Pick4,Team1Pick5,Team2Pick5
Nocturne,Fiddlesticks,Taliyah,Camille,Yasuo,Graves,Lucian,Kai'Sa,Shen,Lee Sin,Alistar,Xin Zhao,Singed,Vladimir,Jax,Ryze,Aatrox,Swain,Zoe,Malzahar
Nocturne,Jayce,Braum,Neeko,Ryze,Lucian,Karthus,Jarvan IV,Thresh,Galio,LeBlanc,Lissandra,Kalista,Ezreal,Draven,Poppy,Sivir,Kai'Sa,Irelia,Renekton
Nocturne,Kalista,Ashe,Skarner,Yone,Aurora,Viktor,Varus,Maokai,K'Sante,Ezreal,Vi,Kindred,Orianna,Xin Zhao,Ahri,Taliyah,Wukong,Leona,Braum
Nocturne,Kalista,Skarner,Galio,Ambessa,Corki,Rumble,Aurora,Wukong,Xin Zhao,Ezreal,Kai'Sa,Karma,Rell,Orianna,Poppy,Sion,Swain,Leona,Pyke
Nocturne,Lee Sin,Qiyana,Akali,Syndra,Elise,Senna,Miss Fortune,Olaf,Kindred,Tahm Kench,Nautilus,Ornn,LeBlanc,Gangplank,Ryze,Zoe,Mordekaiser,Taliyah,Jax
Nocturne,Neeko,Mel,Skarner,Kalista,Zyra,K'Sante,Aurora,Viego,Nidalee,Corki,Ezreal,Miss Fortune,Ambessa,Varus,Rumble,Udyr,Kai'Sa,Leona,Rell
Nocturne,Neeko,Mel,Zyra,Kalista,Skarner,Rumble,Xin Zhao,Miss Fortune,Lee Sin,Varus,Azir,Akali,Ambessa,Elise,Poppy,Galio,Nautilus,LeBlanc,Alistar
Nocturne,Olaf,Camille,Xayah,Akali,Sivir,Urgot,Aatrox,Alistar,Tahm Kench,Taliyah,Heimerdinger,Jhin,LeBlanc,Varus,Xin Zhao,Irelia,Mordekaiser,Ryze,Gragas
Nocturne,Senna,Pantheon,Caitlyn,Talon,Akali,Cassiopeia,Olaf,Nautilus,Leona,Lee Sin,Kai'Sa,Camille,Syndra,Fiora,Ornn,Zoe,Sivir,Mordekaiser,Jax
Nocturne,Senna,Talon,Morgana,Qiyana,Olaf,Akali,Pantheon,Miss Fortune,Nautilus,Caitlyn,Leona,Zoe,Elise,LeBlanc,Gragas,Rek'Sai,Lee Sin,Mordekaiser,Syndra
Nocturne,Shen,Fiddlesticks,Kai'Sa,Zoe,Tahm Kench,Alistar,Camille,Xayah,Lucian,Lulu,Rakan,Singed,Irelia,Kayle,Aatrox,Cassiopeia,Dr. Mundo,Xin Zhao,Gangplank
Nocturne,Skarner,Aurora,K'Sante,Leona,Rumble,Corki,Zyra,Renekton,Nidalee,Yone,Smolder,Gnar,Varus,Udyr,Ashe,Ezreal,Gragas,Maokai,Nautilus
Nocturne,Skarner,Aurora,K'Sante,Zyra,Rumble,Kalista,Jayce,Miss Fortune,Neeko,Ambessa,Poppy,Xin Zhao,Nidalee,Wukong,Vi,Rell,Sejuani,Taliyah,Ahri
Nocturne,Skarner,Jayce,Zyra,Kalista,Mel,Maokai,Rumble,Corki,Rell,Varus,Alistar,Smolder,Sejuani,Gnar,Yone,Xin Zhao,Tristana,Camille,Syndra
Nocturne,Skarner,K'Sante,Kalista,Blitzcrank,Corki,Lulu,Pantheon,Jinx,Zeri,Galio,Thresh,Gnar,Renekton,Lee Sin,Hwei,Udyr,Camille,Sejuani,Orianna
Nocturne,Skarner,Kalista,Varus,Ahri,Corki,Vi,Sejuani,Jayce,K'Sante,Viktor,Rell,Poppy,Akali,Ezreal,Lux,Hwei,Alistar,Kai'Sa,Xayah
Nocturne,Skarner,Kalista,Viktor,Galio,Corki,Rumble,Sejuani,Akali,Rell,Viego,Ambessa,LeBlanc,Alistar,Jhin,Nautilus,Jinx,Ryze,Xayah,Lulu
Nocturne,Skarner,Lulu,Draven,Nidalee,Aurora,Zyra,Yone,Vi,Corki,Jax,Kai'Sa,Sivir,Jayce,Alistar,Galio,Sion,Braum,Caitlyn,Pyke
Nocturne,Skarner,Lulu,Draven,Zyra,Vi,Pantheon,Xayah,Rakan,Viktor,Gnar,Wukong,Renata Glasc,Ahri,Caitlyn,Aurora,Ornn,Zeri,Zilean,Aurelion Sol
Nocturne,Skarner,Nautilus,Jayce,Varus,Yone,Leona,Miss Fortune,Viktor,Ziggs,Pantheon,Maokai,Sylas,Lee Sin,Taliyah,Poppy,Sejuani,Gnar,Orianna,Renekton
Nocturne,Skarner,Poppy,Kalista,Nautilus,Nidalee,Ambessa,Zyra,Renekton,Karthus,Camille,Xayah,Lulu,Elise,Ziggs,Pantheon,Fiora,Ashe,Smolder,Shen
Nocturne,Skarner,Vi,Rumble,Corki,Kalista,Viktor,Varus,Wukong,Xin Zhao,K'Sante,Akali,Ashe,Rakan,Poppy,Rell,Maokai,Miss Fortune,Leona,Braum
Nocturne,Skarner,Viktor,Ivern,Varus,Kalista,Corki,Ezreal,Maokai,Wukong,Aurora,Jayce,Alistar,Syndra,Nautilus,Taliyah,Rell,Rakan,Rumble,Galio
Nocturne,Skarner,Wukong,Kalista,Aurora,Jayce,Varus,Zyra,Jhin,Karthus,Bard,Sylas,Jax,Pyke,Sett,Olaf,Pantheon,Viego,Sion,Gnar
Nocturne,Skarner,Zyra,Rumble,Kalista,Varus,K'Sante,Jayce,Rell,Aurora,Viego,Sejuani,Ashe,Ziggs,Ezreal,Yone,Corki,Leona,Miss Fortune,Viktor
Nocturne,Varus,Caitlyn,Akali,Skarner,Viego,K'Sante,Rumble,Rakan,Xayah,Blitzcrank,Kai'Sa,Diana,Sett,Viktor,Pantheon,Sylas,Tryndamere,Lillia,Volibear
Nocturne,Vladimir,Tahm Kench,Lissandra,Cassiopeia,Thresh,Jayce,LeBlanc,Kalista,Alistar,Ryze,Jarvan IV,Rek'Sai,Poppy,Lee Sin,Galio,Braum,Lucian,Xin Zhao,Sion
Nocturne,Wukong,Sejuani,Skarner,Varus,Viktor,Maokai,Jayce,Corki,Ezreal,K'Sante,Lillia,Azir,Ambessa,Orianna,Leona,Miss Fortune,Nautilus,Syndra,Rell
Nocturne,Zoe,Akali,Karma,Pantheon,Olaf,Yuumi,Mordekaiser,Sylas,Aatrox,Ezreal,Rek'Sai,Karthus,Xayah,Jayce,Kai'Sa,Varus,Renekton,Elise,Tahm Kench
Nocturne,Zyra,Kalista,Skarner,Pantheon,Tristana,Maokai,Ivern,Mel,Jayce,Rumble,Nautilus,Alistar,Yone,Jinx,Draven,Gnar,Sivir,Blitzcrank,Kai'Sa
Nocturne,Zyra,Skarner,Rumble,Galio,K'Sante,Azir,Akali,Xin Zhao,Poppy,Wukong,Kai'Sa,Miss Fortune,Camille,Ashe,Gwen,Alistar,Xayah,Ornn,Fiora
Nunu &amp; Willump,Zac,Tahm Kench,Elise,Braum,Kennen,Thresh,Caitlyn,LeBlanc,Lee Sin,Orianna,Gragas,Rumble,Fiora,Gnar,Bard,Renekton,Twitch,Galio,Blitzcrank
Olaf,Aatrox,Camille,Urgot,Zoe,Lissandra,Kai'Sa,Xin Zhao,Draven,Gragas,Alistar,Morgana,Kled,Akali,Yasuo,LeBlanc,Ryze,Sion,Sylas,Yorick
Olaf,Aatrox,Fiddlesticks,Urgot,Zoe,Lissandra,Karma,Camille,Kai'Sa,Kindred,Tahm Kench,Akali,Varus,Alistar,Jinx,LeBlanc,Gragas,Ezreal,Renekton,Kennen
Olaf,Aatrox,Rek'Sai,Jayce,Sylas,Sivir,Nautilus,Ryze,Galio,Lucian,Irelia,Kai'Sa,Sejuani,Akali,Elise,Jarvan IV,Xin Zhao,Gragas,Viktor,Renekton
Olaf,Aatrox,Ryze,Jayce,Irelia,Neeko,Sejuani,Renekton,Elise,Sylas,Kai'Sa,Xayah,Kennen,Rakan,Braum,Nautilus,Karma,Yasuo,Lux,Akali
Olaf,Aatrox,Ryze,Jayce,Irelia,Neeko,Sejuani,Elise,Renekton,Sylas,Akali,Xayah,Kai'Sa,LeBlanc,Sivir,Rakan,Nautilus,Vayne,Braum,Morgana
Olaf,Aatrox,Ryze,Jayce,Irelia,Neeko,Sejuani,Elise,Renekton,Sylas,Braum,Karma,Kai'Sa,Lucian,Akali,Xayah,Sivir,Jinx,Kennen,LeBlanc
Olaf,Aatrox,Sejuani,Jayce,Yasuo,Sivir,Neeko,Sylas,Nautilus,Braum,Kai'Sa,Xayah,Rek'Sai,Irelia,Kindred,Lee Sin,Ryze,Jarvan IV,LeBlanc,Skarner
Olaf,Aatrox,Sylas,Jayce,Renekton,Thresh,Nautilus,Corki,Sivir,Kai'Sa,Rek'Sai,Yuumi,Irelia,Vladimir,Neeko,Riven,Sejuani,Zoe,Camille,Jax
Olaf,Aatrox,Yuumi,Akali,Rek'Sai,Jayce,Irelia,Sylas,Sejuani,Renekton,Elise,Poppy,Draven,Nautilus,Lucian,Sivir,Xayah,Kai'Sa,Galio,Braum
Olaf,Aatrox,Yuumi,Irelia,Rek'Sai,Akali,Jayce,Ryze,Sylas,Sejuani,Renekton,Kai'Sa,Lucian,Nautilus,Sona,Jarvan IV,Nocturne,Galio,Draven,Morgana
Olaf,Akali,Kai'Sa,Kalista,Zoe,Lissandra,Lucian,Camille,LeBlanc,Gragas,Urgot,Ezreal,Vladimir,Tahm Kench,Thresh,Yorick,Sion,Galio,Riven,Fiddlesticks
Olaf,Akali,Karma,Sejuani,Yuumi,Renekton,Corki,Gragas,Qiyana,Braum,Ezreal,Kai'Sa,Xin Zhao,Nautilus,Jarvan IV,Rakan,Volibear,Poppy,Irelia,Vladimir
Olaf,Akali,Miss Fortune,Pantheon,Ryze,Senna,Qiyana,Elise,Xayah,Caitlyn,Morgana,Karma,Gragas,Renekton,Lee Sin,Nocturne,Cassiopeia,Zoe,Aatrox,Tryndamere
Olaf,Akali,Miss Fortune,Qiyana,Nautilus,Senna,Elise,Renekton,Gragas,Irelia,Thresh,Lucian,Xayah,Leona,Caitlyn,Morgana,Braum,Kai'Sa,Cassiopeia,Nocturne
Olaf,Akali,Miss Fortune,Qiyana,Renekton,Senna,Ryze,Irelia,Elise,Caitlyn,Thresh,Nautilus,Mordekaiser,Varus,Rek'Sai,Camille,Kai'Sa,Gangplank,Jarvan IV,Aatrox
Olaf,Akali,Nocturne,Cassiopeia,Qiyana,Jarvan IV,Nautilus,Miss Fortune,Ryze,Rek'Sai,Syndra,Leona,Gangplank,Lee Sin,Fiora,Mordekaiser,Renekton,Lucian,Ornn,Elise
Olaf,Akali,Nocturne,Cassiopeia,Ryze,Jarvan IV,Miss Fortune,Leona,Pantheon,Rek'Sai,Syndra,Taliyah,Gangplank,Xayah,Fiora,Renekton,Mordekaiser,Nautilus,Aatrox,Senna
Olaf,Akali,Ryze,Braum,Thresh,Alistar,Shen,Poppy,Varus,Skarner,Ezreal,Trundle,LeBlanc,Morgana,Yasuo,Rakan,Galio,Cassiopeia,Maokai,Kled
Olaf,Akali,Ryze,Braum,Thresh,Alistar,Shen,Poppy,Varus,Skarner,Ezreal,Trundle,LeBlanc,Morgana,Cassiopeia,Galio,Taliyah,Irelia,Rumble,Ornn
Olaf,Akali,Ryze,Cassiopeia,Pantheon,Elise,Renekton,Nocturne,Gragas,Miss Fortune,Leona,Nautilus,Syndra,Mordekaiser,LeBlanc,Senna,Xayah,Jarvan IV,Rumble,Vladimir
Olaf,Akali,Ryze,Cassiopeia,Pantheon,Renekton,Nautilus,Nocturne,Gragas,Lee Sin,Lissandra,Leona,Gangplank,Senna,Fiora,Mordekaiser,Miss Fortune,Kai'Sa,Camille,Irelia
Olaf,Akali,Ryze,Qiyana,Lee Sin,LeBlanc,Miss Fortune,Jarvan IV,Leona,Nautilus,Rek'Sai,Xayah,Syndra,Gangplank,Rumble,Zoe,Twisted Fate,Renekton,Cassiopeia,Kennen
Olaf,Akali,Ryze,Skarner,Varus,Ezreal,Alistar,Braum,Kindred,Poppy,Kai'Sa,Draven,Maokai,LeBlanc,Yasuo,Zilean,Sion,Cho'Gath,Irelia,Galio
Olaf,Akali,Yuumi,Sejuani,Karma,Renekton,Corki,Gragas,Qiyana,Braum,Sylas,Vladimir,Ezreal,Rakan,Aatrox,Lux,Kai'Sa,Sivir,Irelia,Alistar
Olaf,Caitlyn,Camille,Swain,Draven,Xayah,Jarvan IV,Cassiopeia,Kha'Zix,Varus,Alistar,Ezreal,Azir,Tahm Kench,Karma,Gangplank,Gnar,Sion,Zoe,Shen
Olaf,Caitlyn,Thresh,Zac,LeBlanc,Elise,Braum,Gragas,Tahm Kench,Kha'Zix,Varus,Corki,Shen,Fiora,Cassiopeia,Renekton,Ashe,Jarvan IV,Taliyah,Jax
Olaf,Corki,Karma,Gragas,Renekton,Irelia,Sylas,Aatrox,Rek'Sai,Jarvan IV,Ezreal,Sivir,Alistar,LeBlanc,Yuumi,Akali,Rakan,Tahm Kench,Zoe,Lissandra
Olaf,Corki,Karma,Sylas,Renekton,Qiyana,Ezreal,Sivir,Lee Sin,Rek'Sai,Neeko,LeBlanc,Alistar,Irelia,Vladimir,Yuumi,Fiddlesticks,Tahm Kench,Kennen,Rumble
Olaf,Corki,Zoe,Jarvan IV,Sylas,Sejuani,Gragas,Nautilus,Taliyah,Xayah,Braum,Kai'Sa,Azir,Qiyana,LeBlanc,Akali,Karma,Tristana,Kled,Camille
Olaf,Ezreal,Karma,Gragas,Yuumi,Sylas,Irelia,Sejuani,Kalista,Kai'Sa,Alistar,Renekton,Qiyana,Thresh,Akali,Zoe,Volibear,Aatrox,Karthus,LeBlanc
Olaf,Galio,Camille,Rakan,Sejuani,Kog'Maw,Sion,Tahm Kench,Caitlyn,Kha'Zix,Varus,Skarner,Cassiopeia,Taliyah,Azir,Ryze,Vladimir,Braum,Gangplank,Ekko
Olaf,Galio,Camille,Rakan,Tahm Kench,Kog'Maw,Sejuani,Sion,Alistar,Vladimir,Shen,Ryze,Cassiopeia,Tristana,Azir,Zac,Caitlyn,Xayah,Orianna,Jarvan IV
Olaf,Galio,Kalista,Aatrox,Akali,Lucian,Lee Sin,Urgot,Lissandra,Zoe,Xayah,Gragas,Alistar,Kai'Sa,Rakan,Ezreal,Tahm Kench,Braum,Sion,Ashe
Olaf,Gangplank,Alistar,Camille,Morgana,Swain,Xayah,Tahm Kench,Sejuani,Rakan,Ornn,Caitlyn,Skarner,Fiora,Jarvan IV,Shen,Cho'Gath,Rek'Sai,Ryze,Taliyah
Olaf,Gangplank,Alistar,Swain,Morgana,Ornn,Xayah,Sejuani,Tahm Kench,Rakan,Skarner,Jhin,Cho'Gath,Fiora,Shen,Camille,Sion,Ryze,Darius,Taliyah
Olaf,Gangplank,Tahm Kench,Kalista,Xin Zhao,Sylas,Corki,Irelia,Yuumi,Lucian,Renekton,Ezreal,Volibear,Jax,Sejuani,Gragas,Karthus,Taliyah,Alistar,Qiyana
Olaf,Gragas,Camille,Elise,Sylas,Morgana,Corki,Aatrox,Kai'Sa,Poppy,Tristana,Thresh,Braum,Azir,Pyke,Syndra,Trundle,Gnar,Lulu,Lucian
Olaf,Gragas,Irelia,Sejuani,Aatrox,Ashe,Karma,Sylas,Tahm Kench,Xayah,Xin Zhao,Lee Sin,Renekton,Ezreal,Ryze,Varus,Sona,Hecarim,Yuumi,Jayce
Olaf,Irelia,Neeko,Karma,Aatrox,Jayce,Sylas,Lux,Lee Sin,Lucian,Yuumi,Kennen,Corki,Caitlyn,Zoe,Yasuo,Azir,Vladimir,Qiyana,Ezreal
Olaf,Irelia,Renekton,Yone,Gragas,Viego,Corki,Xin Zhao,Neeko,Nami,Ryze,Ashe,Jarvan IV,Orianna,Vi,Galio,Dr. Mundo,K'Sante,Sejuani,Cassiopeia
Olaf,Irelia,Sivir,Sylas,Karma,Aatrox,Neeko,Rek'Sai,Xayah,Kai'Sa,Lux,Nautilus,Vladimir,Ryze,Akali,Gangplank,LeBlanc,Lee Sin,Kennen,Sejuani
Olaf,Jarvan IV,Qiyana,Zoe,Yuumi,Tahm Kench,Karma,Corki,Sejuani,Tristana,Skarner,Braum,Sivir,Renekton,Ezreal,Aatrox,Kai'Sa,Vayne,Irelia,Gangplank
Olaf,Jayce,Lissandra,Akali,Urgot,Galio,Aatrox,Alistar,Lucian,Ezreal,Gragas,Jarvan IV,Syndra,Fiora,Zoe,Irelia,Ryze,LeBlanc,Rek'Sai,Riven
Olaf,Jayce,Lulu,Skarner,Vi,Mel,Maokai,Varus,Hwei,Miss Fortune,Syndra,Renekton,Gnar,Nautilus,Rumble,Braum,Leona,Ornn,Viego,Xin Zhao
Olaf,Jayce,Ryze,Irelia,Rek'Sai,Sylas,Aatrox,Sejuani,Neeko,Lux,Trundle,Renekton,Kennen,Yuumi,Sivir,Rakan,Karma,Viktor,Xayah,Vayne
Olaf,Jayce,Tahm Kench,Aatrox,Jarvan IV,Gragas,Yuumi,Sivir,Xin Zhao,Sylas,Xayah,Irelia,Akali,Volibear,Renekton,LeBlanc,Bard,Kennen,Qiyana,Lissandra
Olaf,Jayce,Yuumi,Irelia,Karma,Sejuani,Lux,Sylas,Tahm Kench,Caitlyn,Gragas,Varus,Aatrox,Pantheon,Yasuo,Ryze,Renekton,Neeko,Camille,Corki
Olaf,Karma,Akali,Pantheon,Yasuo,Draven,Renekton,Sylas,Xayah,Elise,Aatrox,Xin Zhao,Lucian,Jayce,Ezreal,Azir,Gangplank,Kai'Sa,Thresh,Rakan
Olaf,Karma,Ezreal,Sejuani,Nautilus,Tahm Kench,Neeko,Renekton,Aatrox,Sylas,Irelia,Zoe,LeBlanc,Poppy,Gragas,Jarvan IV,Yuumi,Sivir,Lux,Pyke
Olaf,Karthus,Corki,Aatrox,Draven,Sylas,Yuumi,Akali,Lucian,Ezreal,Gragas,Bard,Yasuo,Sejuani,Vladimir,Jarvan IV,Skarner,Jayce,Gangplank,Kennen
Olaf,Karthus,Corki,Aatrox,Lucian,Yuumi,Sylas,Azir,Jarvan IV,Ezreal,Tahm Kench,Vladimir,Renekton,Draven,Kennen,Xayah,Kalista,Irelia,Sejuani,Rek'Sai
Olaf,Kha'Zix,Ryze,Swain,Tahm Kench,Xayah,Sejuani,Varus,Alistar,Camille,Caitlyn,Skarner,Morgana,Gangplank,Braum,Sion,Shen,Cassiopeia,Thresh,Zoe
Olaf,Lee Sin,Lissandra,Kai'Sa,Zoe,Galio,Lucian,Rek'Sai,Ezreal,Thresh,Ryze,Tahm Kench,Nidalee,Yorick,Xin Zhao,Malzahar,Jayce,Irelia,Sejuani,Poppy
Olaf,Lucian,LeBlanc,Cassiopeia,Fiora,Urgot,Aatrox,Galio,Kalista,Zoe,Tahm Kench,Camille,Ashe,Akali,Renekton,Lissandra,Ryze,Jarvan IV,Ezreal,Riven
Olaf,Lucian,LeBlanc,Cassiopeia,Fiora,Urgot,Aatrox,Galio,Zoe,Lissandra,Tahm Kench,Ezreal,Viktor,Camille,Jarvan IV,Xin Zhao,Riven,Varus,Nocturne,Sion
Olaf,Lucian,LeBlanc,Cassiopeia,Galio,Zoe,Urgot,Lissandra,Ezreal,Gragas,Alistar,Braum,Kai'Sa,Fiora,Kalista,Camille,Xin Zhao,Sivir,Syndra,Jax
Olaf,Lux,Karthus,Neeko,Corki,Karma,Tahm Kench,Kalista,Azir,Ezreal,Sejuani,Gangplank,Kennen,Nautilus,Camille,Trundle,Lee Sin,Vladimir,Veigar,Rakan
Olaf,Malzahar,Renekton,Rengar,Gragas,Rumble,Camille,Ashe,Graves,Ezreal,Karma,Thresh,Orianna,Kennen,Kha'Zix,Kled,Swain,Syndra,Elise,Ekko
Olaf,Miss Fortune,Tahm Kench,Qiyana,Kai'Sa,Elise,Akali,Nautilus,Lee Sin,Senna,Leona,Syndra,Rek'Sai,Xayah,Jarvan IV,Lucian,Ryze,Gragas,Gangplank,Yorick
Olaf,Pantheon,Akali,Draven,Yasuo,Renekton,Aatrox,Sylas,Elise,Kai'Sa,Thresh,Xayah,Sejuani,Irelia,Gragas,Jayce,Alistar,Nidalee,Camille,Gangplank
Olaf,Renekton,Karma,Jayce,Sylas,Irelia,Yuumi,Gragas,Qiyana,Ezreal,Camille,Tahm Kench,Elise,Sivir,Sejuani,Darius,Kai'Sa,Jarvan IV,Akali,Nautilus
Olaf,Ryze,Morgana,Rakan,Poppy,Jayce,Galio,Kalista,Kindred,Renekton,Xayah,Braum,Jarvan IV,Kennen,Zac,Vladimir,Neeko,LeBlanc,Lee Sin,Nautilus
Olaf,Ryze,Neeko,Aatrox,Renekton,Irelia,Sejuani,Lux,Jayce,Sylas,Kai'Sa,Gragas,Nautilus,Xayah,Sion,Lucian,Vladimir,Karma,Camille,Sivir
Olaf,Ryze,Neeko,Aatrox,Sylas,Sejuani,Irelia,Gragas,Lux,Yuumi,Sivir,Kalista,Rek'Sai,Jayce,Kennen,Yasuo,Vladimir,Akali,Xin Zhao,Renekton
Olaf,Ryze,Sylas,Jayce,Morgana,Rakan,Galio,Jarvan IV,Kalista,Kindred,Akali,Vladimir,Kai'Sa,Thresh,Aatrox,Nautilus,Braum,Xayah,Hecarim,Poppy
Olaf,Sion,Caitlyn,Skarner,Swain,Azir,Xayah,Camille,Sejuani,Galio,Rakan,Ezreal,Jarvan IV,Ryze,Kha'Zix,Tahm Kench,Braum,Zac,Poppy,Taliyah
Olaf,Sion,Camille,Xayah,Skarner,Galio,Tristana,Ezreal,Kha'Zix,Sejuani,Braum,Taric,Ornn,Ryze,Cho'Gath,Cassiopeia,Azir,Zoe,Swain,Maokai
Olaf,Swain,Braum,Sion,Xayah,Sejuani,Zac,Varus,Tahm Kench,Kog'Maw,Karma,Skarner,Alistar,Taliyah,Lulu,Ryze,Orianna,Galio,Gangplank,Fiora
Olaf,Swain,Ornn,Kai'Sa,Taliyah,Sion,Trundle,Xayah,Rakan,Tahm Kench,Varus,Galio,Cassiopeia,Zac,Vladimir,Gnar,Camille,Shen,Ryze,Gangplank
Olaf,Swain,Ornn,Karma,Taliyah,Trundle,Kai'Sa,Varus,Sejuani,Ryze,Morgana,Soraka,Zac,Gnar,Vladimir,Gangplank,Shen,Sion,Jarvan IV,Anivia
Olaf,Swain,Rakan,Kai'Sa,Taliyah,Sion,Varus,Trundle,Tristana,Alistar,Ryze,Braum,Kha'Zix,Ornn,Galio,Gnar,Orianna,Gangplank,Sejuani,Vladimir
Olaf,Swain,Rakan,Kai'Sa,Taliyah,Sion,Varus,Ryze,Kog'Maw,Cassiopeia,Jarvan IV,Ornn,Gnar,Trundle,Shen,Camille,Zac,Braum,Gangplank,Morgana
Olaf,Sylas,Gragas,Camille,Irelia,Yuumi,Karma,Tahm Kench,Neeko,Braum,Varus,Jarvan IV,Karthus,Rumble,Sejuani,Azir,Ezreal,Lee Sin,Corki,Gangplank
Olaf,Sylas,Karma,Lux,Sejuani,Irelia,Aatrox,Yuumi,Jayce,Kalista,Nautilus,Ezreal,Gragas,Fiora,Jarvan IV,Neeko,Xin Zhao,Elise,Azir,Kennen
Olaf,Urgot,Draven,Kalista,Thresh,Malzahar,Rakan,Leona,Ezreal,Xayah,Cho'Gath,Kindred,Xin Zhao,Ryze,Galio,Akali,Sion,Lulu,Graves,Syndra
Olaf,Urgot,Draven,Rakan,Kai'Sa,Kalista,Alistar,Ezreal,Braum,Varus,Sion,Gragas,Skarner,Zilean,Sejuani,LeBlanc,Ornn,Kindred,Lulu,Ryze
Olaf,Urgot,Draven,Rakan,Thresh,Kalista,Alistar,Braum,Kai'Sa,Tristana,Cho'Gath,Sion,Trundle,Zilean,Skarner,Ryze,Gragas,Sejuani,Yasuo,LeBlanc
Olaf,Yuumi,Corki,Yasuo,Irelia,Xayah,Sejuani,Kai'Sa,Sylas,Qiyana,Akali,Renekton,Cassiopeia,Kled,Lucian,Gangplank,Elise,Varus,Tahm Kench,Pyke
Olaf,Yuumi,Elise,Sejuani,Irelia,Karma,Lux,Nautilus,Mordekaiser,Jarvan IV,Corki,Kai'Sa,Aatrox,LeBlanc,Caitlyn,Yasuo,Taliyah,Ezreal,Kennen,Qiyana
Olaf,Yuumi,Elise,Sejuani,Nautilus,Karma,Lux,Irelia,Tahm Kench,Caitlyn,Jarvan IV,Varus,Fiora,Gragas,Aatrox,Xin Zhao,Mordekaiser,Corki,Vladimir,Rek'Sai
Olaf,Yuumi,Karma,Pantheon,Aatrox,Nocturne,Jayce,Irelia,Thresh,Rakan,Xayah,Kai'Sa,Gragas,Elise,Rek'Sai,Nidalee,Sylas,Shyvana,Darius,Kennen
Olaf,Zoe,Morgana,LeBlanc,Tahm Kench,Sona,Galio,Jarvan IV,Braum,Kai'Sa,Rek'Sai,Kog'Maw,Kennen,Malzahar,Vladimir,Taliyah,Sylas,Hecarim,Akali,Poppy
Olaf,Zyra,Renekton,Skarner,Gragas,Ambessa,Varus,Maokai,Mel,Viktor,Jayce,Malphite,Leona,Miss Fortune,Rell,Lulu,Kai'Sa,Braum,Wukong,Graves
Orianna,Aatrox,Nocturne,Camille,Zoe,Kled,Swain,Gragas,Yasuo,Gnar,Trundle,Tahm Kench,LeBlanc,Ashe,Vladimir,Draven,Quinn,Galio,Morgana,Viktor
Orianna,Aatrox,Sejuani,Taliyah,Tahm Kench,Rakan,Zoe,Ezreal,Gragas,Ashe,Gnar,LeBlanc,Trundle,Jayce,Nocturne,Gangplank,Quinn,Shen,Camille,Braum
Orianna,Aurelion Sol,Varus,LeBlanc,Syndra,Kennen,Shen,Gangplank,Elise,Lee Sin,Kayle,Cassiopeia,Twitch,Malzahar,Kalista,Caitlyn,Ashe,Camille,Tristana,Thresh
Orianna,Kalista,Blitzcrank,Rakan,Gnar,Kog'Maw,Jarvan IV,Tristana,Lulu,Xayah,Janna,Sejuani,Cassiopeia,Syndra,Lucian,Galio,Corki,Maokai,LeBlanc,Cho'Gath
Orianna,Kalista,Ezreal,Sejuani,Galio,Xayah,Caitlyn,Jarvan IV,Janna,Lulu,Cho'Gath,Tristana,Gragas,Syndra,Rek'Sai,Shen,Singed,Maokai,Jayce,Taliyah
Orianna,Lee Sin,Varus,Kennen,Malzahar,Shen,LeBlanc,Zyra,Rengar,Elise,Camille,Syndra,Karma,Ashe,Lucian,Fizz,Caitlyn,Twitch,Gragas,Nautilus
Orianna,Malzahar,Camille,LeBlanc,Varus,Rengar,Shen,Elise,Ashe,Lee Sin,Kennen,Renekton,Ekko,Kayle,Syndra,Cassiopeia,Vladimir,Zyra,Ryze,Miss Fortune
Orianna,Malzahar,Syndra,Rengar,Rumble,Shen,Lee Sin,Varus,Elise,Kennen,Karma,Camille,Renekton,Kayle,Fizz,Ahri,Zyra,LeBlanc,Fiora,Ryze
Orianna,Maokai,Pantheon,Ryze,Vi,Yunara,Ezreal,Jinx,Trundle,Aatrox,Bard,Thresh,Brand,Sion,Yone,Syndra,Camille,Qiyana,Ahri,Zoe
Orianna,Rakan,Taliyah,Vladimir,Darius,Aatrox,Swain,Tahm Kench,Gragas,Trundle,Kai'Sa,Zoe,Dr. Mundo,Gangplank,Ornn,Gnar,Varus,Talon,Braum,Quinn
Orianna,Rengar,Camille,LeBlanc,Malzahar,Varus,Graves,Ryze,Zyra,Maokai,Jhin,Kha'Zix,Miss Fortune,Fiora,Cassiopeia,Kennen,Gragas,Karma,Syndra,Sivir
Orianna,Rumble,Poppy,Neeko,Xin Zhao,Morgana,Sivir,Vi,Jayce,K'Sante,Braum,Ahri,Sylas,Varus,Maokai,Ezreal,Zeri,Naafiri,Lissandra,Lulu
Orianna,Rumble,Varus,Yunara,Trundle,Pantheon,Ryze,Vi,Galio,Poppy,Ambessa,Renekton,Xayah,Sivir,Nautilus,Kai'Sa,Neeko,Ezreal,Elise,Caitlyn
